SUR_ID,SUR_CPO,SUR_PANEL,DEMO_S1AGE1,QCOMM,QRECRUIT,DEMO_S1PT,DEMO_S1GND,DEMO_S1AGE,S1Q1,S1Q2,S1Q3_1,S1Q3_2,S1Q3_3,S1Q3_4,S1Q3_5,S1Q3_6,S1Q3_7,S1Q3_8,S1Q3_9,S1Q3_10,S1Q5_1,S1Q5_2,S1Q5_3,S1Q5_4,S1Q5_5,S1Q5_6,S1Q5_7,S1Q5_8,S1Q5_9,S1Q5_10,S1Q5_11,S1Q6_1,S1Q6_2,S1Q6_3,S1Q6_4,S1Q6_5,S1Q6_6,S1Q6_7,S1Q6_8,S1Q6_9,S1Q6_10,S1Q8_1,S1Q8_2,S1Q8_3,S1Q8_4,S1Q8_5,S1Q8_6,S1Q8_7,S1Q8_8,S1Q8_9,S1Q8_10,S1Q8_11,S1Q9_1,S1Q9_2,S1Q9_3,S1Q9_4,S1Q9_5,DEMO_S1EDU,DEMO_S1INC,DEMO_S1EMPL,DEMO_S1CAN,DEMO_S1LOC,SUR_S1,SUR_WGT1,S2Q1_1,S2Q1_2,S2Q1_3,S2Q1_4,S2Q2,S2Q3,S2Q4A_1,S2Q4A_2,S2Q8,S2Q9,S2Q10,S2Q11,S2Q12A,S2Q12B,S2Q13,S2Q16_1,S2Q16_2,S2Q16_3,S2Q17_1,S2Q17_2,S2Q17_3,S2Q18_1,S2Q18_2,S2Q20_1,S2Q20_2,S2Q20_3,S2Q20_4,S2Q21_1,S2Q21_2,S2Q21_3,S2Q21_4,S2Q22A,S2Q22B,S2Q22C,S2Q23_1,S2Q23_2,S2Q23_3,S2Q23_4,S2Q23_5,S2Q23_6,S2Q23_7,S2Q24,S2Q25,S2Q27A,S2Q27B,S2Q27C,S2Q28A,S2Q28B,S2Q28C,DEMO_S2EDU,DEMO_S2INC,DEMO_S2EMPL,DEMO_S2CAN,DEMO_S2LOC,W2PRESTRATE,w2age,SUR_S2,SUR_WGT2,SUR_MODE,S1Q4_OTH,S1Q7_OTH,S1Q11_OTH,CONTACT_OTH,CONTACT_9,CONTACT_1,CONTACT_2,CONTACT_3,CONTACT_4,CONTACT_5,CONTACT_6,CONTACT_7,CONTACT_8,CONTACT_10,CONTACT_11,CONTACT_0,CONTACT_16,CONTACT_15,S2Q4COMM,S2Q5_OTH,S2Q6_OTH,S2Q7COMM,S2Q14_OTH,S2Q14COMM,S2Q15_OTH,S2Q22_OTH,S2Q19COMM,S2Q25_INFO,S2Q26_COMM,S2Q28_OTH,CONTACT_17,CONTACT_12,CONTACT_13,CONTACT_14,CONTACT,DEMO_S1RECRUIT,DEMO_S1VIMI5,DEMO_S1VIMI1,DEMO_S1VIMI2,DEMO_S1VIMI3,DEMO_S1VIMI4,DEMO_S2VIMI5,DEMO_S2VIMI1,DEMO_S2VIMI2,DEMO_S2VIMI3,DEMO_S2VIMI4,PRIVACY1,PRIVACY2,PRIVACY3,PRIVACY4,PRIVACY5,PRIVACY6,PRIVACY7,PRIVACY8,S1Q9A_1,S1Q9A_2,S1Q9A_3,S1Q9A_4,S1Q9A_5,CONF_AD,CONF_YO,CONF_AD1,CONF_YO1,CONF_AD2,CONF_YO2,S1Q3A_1,S1Q3A_2,S1Q3A_3,S1Q3A_4,S1Q3A_5,S1Q3A_6,S1Q3A_7,S1Q3A_8,S1Q3A_9,S1Q3A_10,S1Q3B_1,S1Q3B_2,S1Q3B_3,S1Q3B_4,S1Q3B_5,S1Q3B_6,S1Q3B_7,S1Q3B_8,S1Q3B_9,S1Q3B_10,S1Q5A_1,S1Q5A_2,S1Q5A_3,S1Q5A_4,S1Q5A_5,S1Q5A_6,S1Q5A_7,S1Q5A_8,S1Q5A_9,S1Q5A_10,S1Q5A_11,S1Q5B_1,S1Q5B_2,S1Q5B_3,S1Q5B_4,S1Q5B_5,S1Q5B_6,S1Q5B_7,S1Q5B_8,S1Q5B_9,S1Q5B_10,S1Q5B_11,S1Q6A_1,S1Q6A_2,S1Q6A_3,S1Q6A_4,S1Q6A_5,S1Q6A_6,S1Q6A_7,S1Q6A_8,S1Q6A_9,S1Q6A_10,S1Q6B_1,S1Q6B_2,S1Q6B_3,S1Q6B_4,S1Q6B_5,S1Q6B_6,S1Q6B_7,S1Q6B_8,S1Q6B_9,S1Q6B_10,S1Q8A_1,S1Q8A_2,S1Q8A_3,S1Q8A_4,S1Q8A_5,S1Q8A_6,S1Q8A_7,S1Q8A_8,S1Q8A_9,S1Q8A_10,S1Q8A_11,S1Q8B_1,S1Q8B_2,S1Q8B_3,S1Q8B_4,S1Q8B_5,S1Q8B_6,S1Q8B_7,S1Q8B_8,S1Q8B_9,S1Q8B_10,S1Q8B_11,S1Q11_1,S1Q11_2,S1Q11_3,S1Q11_4,S1Q11_5,S1Q11_6,S1Q11_7,S1Q11_8,S1Q11_9,S1Q11_10,S1Q11_11,S1Q11_12,S1Q11_13,S1Q11_14,S1Q11_15,S1Q11_16,S1Q11_17,S1Q11_18,S1Q11_19,S1Q12_1,S1Q12_2,S1Q12_3,S1Q12_4,S1Q12_5,S1Q12_6,S1Q12_7,S1Q12_8,S1Q12_9,S1Q12_10,S1Q12_12,S1Q12_13,S1Q12_14,S1Q12_15,S1Q12_16,S1Q12_17,S1Q12_18,S1Q12_19,S1Q12_20,S1Q12_21,S1Q12_22,S1Q12_23,S1Q12_24,S1Q12_25,S1Q12_26,S1Q12_29,S1Q12_30,S1Q12_31,S1Q12_32,S1Q12_33,S1Q12_34,S1Q12_35,S1Q12_36,S1Q12_37,S1Q12_38,S2Q1_B1,S2Q1_B2,S2Q1_B3,S2Q1_B4,S2Q1_A1,S2Q1_A2,S2Q1_A3,S2Q1_A4,S2Q2B,S2Q2A,S2Q3A,S2Q4A_A1,S2Q4B_A1,S2Q5_1,S2Q5_2,S2Q5_3,S2Q5_4,S2Q5_5,S2Q5_6,S2Q5_7,S2Q5_9,S2Q6_1,S2Q6_2,S2Q6_3,S2Q6_4,S2Q6_5,S2Q6_6,S2Q6_7,S2Q6_8,S2Q6_9,S2Q8A,S2Q9A,S2Q10A,S2Q11A,S2Q13A,S2Q12A_2,S2Q12A_1,S2Q12B_2,S2Q12B_1,S2Q14,S2Q14_1,S2Q14_2,S2Q14_3,S2Q14_4,S2Q14_5,S2Q14_6,S2Q14_7,S2Q15A,S2Q15B,S2Q15C,S2Q16A_1,S2Q16B_1,S2Q16B_2,S2Q16A_2,S2Q16B_3,S2Q16A_3,S2Q18A_1,S2Q18B_1,S2Q18A_2,S2Q18B_2,S2Q20A_1,S2Q20A_2,S2Q20A_3,S2Q20A_4,S2Q20B_1,S2Q20B_2,S2Q20B_3,S2Q20B_4,S2Q21A_1,S2Q21A_2,S2Q21A_3,S2Q21A_4,S2Q21B_1,S2Q21B_2,S2Q21B_3,S2Q21B_4,S2Q22_10,S2Q22_1,S2Q22_2,S2Q22_3,S2Q22_4,S2Q22_5,S2Q22_6,S2Q22_7,S2Q22_8,S2Q22_9,S2Q23A_1,S2Q23A_2,S2Q23A_3,S2Q23A_4,S2Q23A_5,S2Q23A_6,S2Q23A_7,S2Q24_1,S2Q25_1,S2Q24_2,S2Q25_2,S2Q27_1,S2Q27_2,S2Q27_3,S2Q27_4,S2Q27_5,S2Q27_6,S2Q27_7,S2Q27_8,S2Q27_9,S2Q27_10,S2Q28_1,S2Q28_2,S2Q28_3,S2Q28_4,S2Q28_5,S2Q28_6,S2Q28_7,S2Q28_8,S2Q28_9,S2Q28_10,S2Q28_11,S1Q1A,S1Q2A
CO1141,2,1,1973,,,7,1,3,3,12,1,2,7,7,4,7,7,7,7,7,9,9,1,2,9,9,9,3,9,9,9,7,5,7,4,4,,1,7,7,4,3,9,1,9,9,9,9,9,2,9,9,7,7,2,7,3,5,7,1,1,1,1,0.425501883,7,5,5,5,4,6,,,7,1,5,5,6,1,7,4,4,4,2,3,1,5,5,4,3,4,4,3,3,1,4,11,1,3,5,6,5,5,4,5,5,6,6,3,8,6,6,8,9,5,7,1,1,1,7,3,1,0.348990649,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"The victim needs to be a pt the forefront of the criminal justice system.  If there isn't a victim, then rehabilitation should be the focus.",We need to stop perpetuating the victim mentality.  Anyone growing up being told they are a victim and are not responsible for their life will not have a fulfilling life.,,,,,,There is no freedom without the rule of law.  The law must be fair and it has to be seen to be fair,,"There were 4 pillars, but accountability and safety weren't talked about hardly at all. This poll seems political in that a political decision has already been made and this is a means in which to test how palatable the decisions are.  If I was a betting man I would prepare for lighter sentences for non violent crime and increasingly lighter sentences for all crime from disadvantaged groups.",,,0,0,0,0,0,,1,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,3,3,1,3,1,8,3,2,1,3,1,1,1,3,3,2,3,3,3,3,3,1,1,3,3,2,3,3,3,3,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,2,,1,3,3,2,3,2,3,2,2,,1,3,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,3,2,2,2,3,3,3,3,2,2,3,,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,1,3,3,3,3,3,1,1,9,,,,,,,,1,1,0,2,2,2,2,2,2,3,2,3,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
CO1142,2,1,1954,,1,7,2,5,5,50,7,7,7,7,7,6,7,7,7,7,1,9,3,9,2,9,9,9,9,9,9,7,7,7,6,,4,2,5,7,7,9,9,1,2,9,9,9,9,9,3,9,7,6,6,5,7,5,6,7,1,1,1,0.3414045274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,3,3,3,3,9,5,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,,2,1,3,3,3,3,3,3,3,,2,1,2,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
CO1143,2,1,1950,,1,7,2,6,6,25,7,7,7,7,7,7,7,7,7,7,1,9,9,9,9,9,9,2,9,3,9,7,4,7,7,7,,6,7,7,7,1,9,9,9,2,9,9,9,3,9,9,7,7,4,7,7,4,2,7,1,1,1,1.1117298603,7,7,7,7,1,7,7,3,7,7,7,7,7,1,7,7,7,7,1,3,2,4,7,6,5,5,5,1,1,1,1,2,1,3,7,7,7,7,7,7,7,7,7,8,10,9,8,3,6,4,2,7,1,1,7,6,1,0.7858316898,1,Many archaic laws should be revisited and deleted or reworded for these times.,"Making prisoners earn privileges by their behaviour, etc while serving their sentences instead of giving them everything for nothing....",,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Prisoners should feel the punishment of their crimes throughout their stay in prisons....tv, computers, visits, books, etc. And even using the gym Should  be given as positive rewards for good behaviour.  The prisoners should also be given work chores...",,,,,,Part of their sentences,,,The long waiting time for a case to go to trial must be extremely hard on both victims and offenders.  It is definitely not acceptable....,"A reasonable limit of preparation time should be added for all prosecutors and trial lawyers as well as judges no matter what the crime....making sure however that it is not to the detriment of the accused or victim!!!!!! - Some sentencing should maybe be done right away if the crime is open & shut case I.e. Definitely guilty, was seen by trustworthy witness, caught in the act by police officers, etc.",,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,3,3,2,3,3,8,8,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,,3,3,3,3,3,2,3,3,3,,3,3,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,3,3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,3,3,3,3,3,3,3,1,1,9,,,,,,,,1,1,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,3,2
CO1144,2,2,1965,,1,7,2,4,3,60,7,7,6,6,6,4,6,6,7,6,9,3,9,9,2,9,9,9,1,9,9,6,4,4,7,7,7,4,7,7,7,9,9,9,3,9,9,9,9,2,1,9,7,6,6,2,6,5,7,1,1,1,1,0.4153183103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,3,3,3,1,3,8,6,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
CO1145,2,1,1948,,1,7,1,6,6,70,7,3,6,7,3,3,6,7,6,6,9,9,9,3,9,9,9,9,1,2,9,6,4,6,3,,2,2,6,7,5,9,9,3,9,9,9,9,1,2,9,9,6,5,3,6,1,4,99,7,1,2,1,0.9670725465,7,6,1,5,3,6,2,3,4,5,3,5,6,2,6,5,2,2,1,2,3,1,2,3,3,4,1,4,5,2,3,2,3,5,5,4,4,5,3,5,3,4,5,8,10,9,7,8,1,4,99,7,1,2,7,6,1,0.6226673722,1,,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,It may provide the offender an opportunity to harass the victim under the guise of RJ,,,,Having had some small amount of exposure to people that have committed crimes they often joke about their punishment. In some case this has had no effect on them and no consideration of future offences.,,,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,3,3,1,3,1,7,5,2,1,2,2,3,1,3,3,1,1,3,3,3,3,3,2,3,3,2,2,3,3,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,1,,1,1,3,3,3,3,2,3,2,,1,1,3,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,3,1,3,2,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,1,3,3,3,3,1,1,1,0,1,0,0,0,0,0,0,1,0,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,3,1,1,2,2,1,2,0,0,1,1,0,1,0,0,0,0,3,2,2,3,1,3,1,2,3,2,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,4
CO1146,2,1,1974,,1,7,1,3,3,10,6,5,6,7,6,6,6,7,7,5,3,9,9,9,2,9,9,1,9,9,9,5,6,5,4,6,,5,6,7,7,9,9,9,9,3,9,9,2,9,1,9,7,6,6,5,3,6,8,1,1,1,1,0.425501883,7,7,6,6,5,7,,,2,6,6,6,6,2,6,5,5,5,2,3,1,3,6,6,6,6,6,4,3,4,3,7,9,4,5,6,6,6,5,6,5,7,6,10,4,3,1,8,9,6,8,1,1,1,7,3,1,0.348990649,1,"Treats people equally, handles cases in a consistent fashion, applies equal pressure/penalties to 'white collar' crimes/criminals",,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,I think in a random sample of Canadians most will have difficulty providing informed selections of specific remedies. Lack of detailed familiarity with the issues and potential remedies leaves me thinking - does this 'sound' effective? Maybe it is in some circumstances but not in others. Interpret results accordingly.,,"I am aware of restorative justice processes undertaken outside the justice system that were not well implemented and that effectively shared guilt with the victim. The process is the closest option above to reflecting my concern, but it should extend to or include proper TRAINING for those implementing the RJ.",,,,"Learning about the level of support for various approaches identified in the previous survey is interesting, along with research findings regarding the justice system. Both help to inform me and take an interest in the topic.",,,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,3,3,3,3,1,9,7,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,2,3,,3,3,3,3,2,3,2,2,3,,2,3,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,3,3,,,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,1,1,0,3,2,2,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,2,2,2,0,0,0,0,1,0,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
CO1147,2,1,1964,,1,7,1,4,3,5,6,7,7,7,6,5,7,7,7,6,9,9,2,9,9,9,3,9,1,9,9,6,4,7,6,,7,6,7,7,5,9,9,2,3,9,9,9,1,9,9,9,7,7,7,7,7,4,7,1,1,2,1,1.0085912943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,As a pre-sentencing character witness for a perpretrator of a crime,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,7,7,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,3,,3,3,3,3,3,3,2,3,3,,3,3,3,3,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
CO1148,2,1,1955,,0,7,2,5,7,60,2,4,5,6,3,2,6,6,6,5,9,9,9,2,9,9,3,9,1,9,9,2,5,4,4,2,,4,7,6,3,9,9,9,9,9,9,9,1,2,9,9,7,7,6,4,1,4,99,7,1,1,1,0.9531033039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,3,3,2,1,3,7,1,2,1,2,1,2,3,3,1,1,3,3,3,3,1,2,2,3,2,1,3,3,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,2,1,,2,3,3,1,1,2,2,2,1,,2,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
CO1149,2,1,1980,,,7,2,3,5,45,4,6,7,7,7,7,6,5,5,6,9,2,3,9,1,9,9,9,9,9,9,6,7,4,6,3,,6,7,4,7,3,1,9,2,9,9,9,9,9,9,9,7,6,5,4,5,2,4,1,1,1,1,1.365545392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,8,4,2,1,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,3,1,,3,3,2,3,3,3,2,3,2,,3,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
CO115,2,1,1983,,,1,1,2,7,30,1,1,1,7,4,3,7,7,6,4,9,9,9,1,9,9,2,3,9,9,9,7,6,7,1,1,4,1,7,5,1,3,2,1,9,9,9,9,9,9,9,9,1,6,1,7,1,2,5,1,1,1,1,1.9613853693,7,7,2,7,2,7,5,1,5,2,1,1,1,1,5,7,4,2,2,3,1,4,7,5,1,4,2,7,7,1,7,2,7,1,4,5,7,5,4,4,4,2,5,8,9,10,10,9,7,2,4,1,1,1,1,2,1,1.7422488928,1,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,Victim supports in place,,Put to work for the government immediately,,,How there was no mention of Judges and their poor sentencing. When I see rapists and murders allowed to walk free I strongly question the integrity of the system.,,,3,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,3,2,1,1,1,3,2,2,3,3,3,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,2,1,3,3,1,3,3,3,1,1,2,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,1,3,1,1,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,3,3,2,2,1,1,2,2,3,3,3,1,2,1,2,1,2,1,3,3,1,3,3,3,1,3,0,1,1,0,0,0,1,0,0,0,2,3,3,3,2,2,2,1,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,3,2
CO1150,2,2,1968,,1,7,2,4,2,60,7,6,7,5,5,7,7,6,6,7,9,9,9,9,9,3,9,2,9,1,9,5,5,7,7,,5,5,7,7,7,9,9,9,1,9,9,9,9,3,2,9,4,7,6,7,5,4,3,6,1,1,1,1.1594437361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,3,3,7,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,,3,3,3,3,3,2,2,3,3,,2,2,3,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
